Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Status
elena,,,,,,,Color,Perforated Nougat,Size,42,elena-perforated-nougat-42,0,shopify,10,deny,manual,7300,TRUE,TRUE,,,,active
elena,,,,,,,Color,Perforated Nougat,Size,42.5,elena-perforated-nougat-42.5,0,shopify,10,deny,manual,7300,TRUE,TRUE,,,,active
elena,,,,,,,Color,Perforated Nougat,Size,43,elena-perforated-nougat-43,0,shopify,10,deny,manual,7300,TRUE,TRUE,,,,active
elena,,,,,,,Color,Perforated Nougat,Size,43.5,elena-perforated-nougat-43.5,0,shopify,10,deny,manual,7300,TRUE,TRUE,,,,active
elena,,,,,,,Color,Glitter Silver,Size,35,elena-glitter-silver-35,0,shopify,10,deny,manual,6600,TRUE,TRUE,https://www.saniadmina.com/wp-content/uploads/2025/07/ELENA-glitter-silver-slingback-shoes-sania-dmina_1-scaled-1.jpg,1,Glitter Silver,active
elena,,,,,,,Color,Glitter Silver,Size,35.5,elena-glitter-silver-35.5,0,shopify,10,deny,manual,6600,TRUE,TRUE,,,,active
elena,,,,,,,Color,Glitter Silver,Size,36,elena-glitter-silver-36,0,shopify,10,deny,manual,6600,TRUE,TRUE,,,,active
elena,,,,,,,Color,Glitter Silver,Size,36.5,elena-glitter-silver-36.5,0,shopify,10,deny,manual,6600,TRUE,TRUE,,,,active
elena,,,,,,,Color,Glitter Silver,Size,37,elena-glitter-silver-37,0,shopify,10,deny,manual,6600,TRUE,TRUE,,,,active
elena,,,,,,,Color,Glitter Silver,Size,37.5,elena-glitter-silver-37.5,0,shopify,10,deny,manual,6600,TRUE,TRUE,,,,active
elena,,,,,,,Color,Glitter Silver,Size,38,elena-glitter-silver-38,0,shopify,10,deny,manual,6600,TRUE,TRUE,,,,active
elena,,,,,,,Color,Glitter Silver,Size,38.5,elena-glitter-silver-38.5,0,shopify,10,deny,manual,6600,TRUE,TRUE,,,,active
elena,,,,,,,Color,Glitter Silver,Size,39,elena-glitter-silver-39,0,shopify,10,deny,manual,6600,TRUE,TRUE,,,,active
elena,,,,,,,Color,Glitter Silver,Size,39.5,elena-glitter-silver-39.5,0,shopify,10,deny,manual,6600,TRUE,TRUE,,,,active
elena,,,,,,,Color,Glitter Silver,Size,40,elena-glitter-silver-40,0,shopify,10,deny,manual,6600,TRUE,TRUE,,,,active
elena,,,,,,,Color,Glitter Silver,Size,40.5,elena-glitter-silver-40.5,0,shopify,10,deny,manual,6600,TRUE,TRUE,,,,active
elena,,,,,,,Color,Glitter Silver,Size,41,elena-glitter-silver-41,0,shopify,10,deny,manual,6600,TRUE,TRUE,,,,active
elena,,,,,,,Color,Glitter Silver,Size,41.5,elena-glitter-silver-41.5,0,shopify,10,deny,manual,6600,TRUE,TRUE,,,,active
elena,,,,,,,Color,Glitter Silver,Size,42,elena-glitter-silver-42,0,shopify,10,deny,manual,6600,TRUE,TRUE,,,,active
elena,,,,,,,Color,Glitter Silver,Size,42.5,elena-glitter-silver-42.5,0,shopify,10,deny,manual,6600,TRUE,TRUE,,,,active
elena,,,,,,,Color,Glitter Silver,Size,43,elena-glitter-silver-43,0,shopify,10,deny,manual,6600,TRUE,TRUE,,,,active
elena,,,,,,,Color,Glitter Silver,Size,43.5,elena-glitter-silver-43.5,0,shopify,10,deny,manual,6600,TRUE,TRUE,,,,active
elena,,,,,,,Color,Glitter Black,Size,35,elena-glitter-black-35,0,shopify,10,deny,manual,6600,TRUE,TRUE,https://www.saniadmina.com/wp-content/uploads/2025/07/ELENA-glitter-blackj-slingback-shoes-sania-dmina_1-scaled-1.jpg,1,Glitter Black,active
elena,,,,,,,Color,Glitter Black,Size,35.5,elena-glitter-black-35.5,0,shopify,10,deny,manual,6600,TRUE,TRUE,,,,active
elena,,,,,,,Color,Glitter Black,Size,36,elena-glitter-black-36,0,shopify,10,deny,manual,6600,TRUE,TRUE,,,,active
elena,,,,,,,Color,Glitter Black,Size,36.5,elena-glitter-black-36.5,0,shopify,10,deny,manual,6600,TRUE,TRUE,,,,active
elena,,,,,,,Color,Glitter Black,Size,37,elena-glitter-black-37,0,shopify,10,deny,manual,6600,TRUE,TRUE,,,,active
elena,,,,,,,Color,Glitter Black,Size,37.5,elena-glitter-black-37.5,0,shopify,10,deny,manual,6600,TRUE,TRUE,,,,active
elena,,,,,,,Color,Glitter Black,Size,38,elena-glitter-black-38,0,shopify,10,deny,manual,6600,TRUE,TRUE,,,,active
elena,,,,,,,Color,Glitter Black,Size,38.5,elena-glitter-black-38.5,0,shopify,10,deny,manual,6600,TRUE,TRUE,,,,active
elena,,,,,,,Color,Glitter Black,Size,39,elena-glitter-black-39,0,shopify,10,deny,manual,6600,TRUE,TRUE,,,,active
elena,,,,,,,Color,Glitter Black,Size,39.5,elena-glitter-black-39.5,0,shopify,10,deny,manual,6600,TRUE,TRUE,,,,active
elena,,,,,,,Color,Glitter Black,Size,40,elena-glitter-black-40,0,shopify,10,deny,manual,6600,TRUE,TRUE,,,,active
elena,,,,,,,Color,Glitter Black,Size,40.5,elena-glitter-black-40.5,0,shopify,10,deny,manual,6600,TRUE,TRUE,,,,active
elena,,,,,,,Color,Glitter Black,Size,41,elena-glitter-black-41,0,shopify,10,deny,manual,6600,TRUE,TRUE,,,,active
elena,,,,,,,Color,Glitter Black,Size,41.5,elena-glitter-black-41.5,0,shopify,10,deny,manual,6600,TRUE,TRUE,,,,active
elena,,,,,,,Color,Glitter Black,Size,42,elena-glitter-black-42,0,shopify,10,deny,manual,6600,TRUE,TRUE,,,,active
elena,,,,,,,Color,Glitter Black,Size,42.5,elena-glitter-black-42.5,0,shopify,10,deny,manual,6600,TRUE,TRUE,,,,active
elena,,,,,,,Color,Glitter Black,Size,43,elena-glitter-black-43,0,shopify,10,deny,manual,6600,TRUE,TRUE,,,,active
elena,,,,,,,Color,Glitter Black,Size,43.5,elena-glitter-black-43.5,0,shopify,10,deny,manual,6600,TRUE,TRUE,,,,active
elena,,,,,,,Color,Patent Black,Size,35,elena-patent-black-35,0,shopify,10,deny,manual,6000,TRUE,TRUE,https://www.saniadmina.com/wp-content/uploads/2025/07/ELENA-patent-black-leather-slingback-shoes-sania-dmina_1-scaled-1.jpg,1,Patent Black,active
elena,,,,,,,Color,Patent Black,Size,35.5,elena-patent-black-35.5,0,shopify,10,deny,manual,6000,TRUE,TRUE,,,,active
elena,,,,,,,Color,Patent Black,Size,36,elena-patent-black-36,0,shopify,10,deny,manual,6000,TRUE,TRUE,,,,active
elena,,,,,,,Color,Patent Black,Size,36.5,elena-patent-black-36.5,0,shopify,10,deny,manual,6000,TRUE,TRUE,,,,active
elena,,,,,,,Color,Patent Black,Size,37,elena-patent-black-37,0,shopify,10,deny,manual,6000,TRUE,TRUE,,,,active
elena,,,,,,,Color,Patent Black,Size,37.5,elena-patent-black-37.5,0,shopify,10,deny,manual,6000,TRUE,TRUE,,,,active
elena,,,,,,,Color,Patent Black,Size,38,elena-patent-black-38,0,shopify,10,deny,manual,6000,TRUE,TRUE,,,,active
elena,,,,,,,Color,Patent Black,Size,38.5,elena-patent-black-38.5,0,shopify,10,deny,manual,6000,TRUE,TRUE,,,,active
elena,,,,,,,Color,Patent Black,Size,39,elena-patent-black-39,0,shopify,10,deny,manual,6000,TRUE,TRUE,,,,active
elena,,,,,,,Color,Patent Black,Size,39.5,elena-patent-black-39.5,0,shopify,10,deny,manual,6000,TRUE,TRUE,,,,active
elena,,,,,,,Color,Patent Black,Size,40,elena-patent-black-40,0,shopify,10,deny,manual,6000,TRUE,TRUE,,,,active
elena,,,,,,,Color,Patent Black,Size,40.5,elena-patent-black-40.5,0,shopify,10,deny,manual,6000,TRUE,TRUE,,,,active
elena,,,,,,,Color,Patent Black,Size,41,elena-patent-black-41,0,shopify,10,deny,manual,6000,TRUE,TRUE,,,,active
elena,,,,,,,Color,Patent Black,Size,41.5,elena-patent-black-41.5,0,shopify,10,deny,manual,6000,TRUE,TRUE,,,,active
elena,,,,,,,Color,Patent Black,Size,42,elena-patent-black-42,0,shopify,10,deny,manual,6000,TRUE,TRUE,,,,active
elena,,,,,,,Color,Patent Black,Size,42.5,elena-patent-black-42.5,0,shopify,10,deny,manual,6000,TRUE,TRUE,,,,active
elena,,,,,,,Color,Patent Black,Size,43,elena-patent-black-43,0,shopify,10,deny,manual,6000,TRUE,TRUE,,,,active
elena,,,,,,,Color,Patent Black,Size,43.5,elena-patent-black-43.5,0,shopify,10,deny,manual,6000,TRUE,TRUE,,,,active
elena,,,,,,,Color,Patent Bordeaux,Size,35,elena-patent-bordeaux-35,0,shopify,10,deny,manual,6000,TRUE,TRUE,https://www.saniadmina.com/wp-content/uploads/2025/07/ELENA-patent-bordeaux-leather-slingback-shoes-sania-dmina_1-scaled-1.jpg,1,Patent Bordeaux,active
elena,,,,,,,Color,Patent Bordeaux,Size,35.5,elena-patent-bordeaux-35.5,0,shopify,10,deny,manual,6000,TRUE,TRUE,,,,active
elena,,,,,,,Color,Patent Bordeaux,Size,36,elena-patent-bordeaux-36,0,shopify,10,deny,manual,6000,TRUE,TRUE,,,,active
elena,,,,,,,Color,Patent Bordeaux,Size,36.5,elena-patent-bordeaux-36.5,0,shopify,10,deny,manual,6000,TRUE,TRUE,,,,active
elena,,,,,,,Color,Patent Bordeaux,Size,37,elena-patent-bordeaux-37,0,shopify,10,deny,manual,6000,TRUE,TRUE,,,,active
elena,,,,,,,Color,Patent Bordeaux,Size,37.5,elena-patent-bordeaux-37.5,0,shopify,10,deny,manual,6000,TRUE,TRUE,,,,active
elena,,,,,,,Color,Patent Bordeaux,Size,38,elena-patent-bordeaux-38,0,shopify,10,deny,manual,6000,TRUE,TRUE,,,,active
elena,,,,,,,Color,Patent Bordeaux,Size,38.5,elena-patent-bordeaux-38.5,0,shopify,10,deny,manual,6000,TRUE,TRUE,,,,active
elena,,,,,,,Color,Patent Bordeaux,Size,39,elena-patent-bordeaux-39,0,shopify,10,deny,manual,6000,TRUE,TRUE,,,,active
elena,,,,,,,Color,Patent Bordeaux,Size,39.5,elena-patent-bordeaux-39.5,0,shopify,10,deny,manual,6000,TRUE,TRUE,,,,active
elena,,,,,,,Color,Patent Bordeaux,Size,40,elena-patent-bordeaux-40,0,shopify,10,deny,manual,6000,TRUE,TRUE,,,,active
elena,,,,,,,Color,Patent Bordeaux,Size,40.5,elena-patent-bordeaux-40.5,0,shopify,10,deny,manual,6000,TRUE,TRUE,,,,active
elena,,,,,,,Color,Patent Bordeaux,Size,41,elena-patent-bordeaux-41,0,shopify,10,deny,manual,6000,TRUE,TRUE,,,,active
elena,,,,,,,Color,Patent Bordeaux,Size,41.5,elena-patent-bordeaux-41.5,0,shopify,10,deny,manual,6000,TRUE,TRUE,,,,active
elena,,,,,,,Color,Patent Bordeaux,Size,42,elena-patent-bordeaux-42,0,shopify,10,deny,manual,6000,TRUE,TRUE,,,,active
elena,,,,,,,Color,Patent Bordeaux,Size,42.5,elena-patent-bordeaux-42.5,0,shopify,10,deny,manual,6000,TRUE,TRUE,,,,active
elena,,,,,,,Color,Patent Bordeaux,Size,43,elena-patent-bordeaux-43,0,shopify,10,deny,manual,6000,TRUE,TRUE,,,,active
elena,,,,,,,Color,Patent Bordeaux,Size,43.5,elena-patent-bordeaux-43.5,0,shopify,10,deny,manual,6000,TRUE,TRUE,,,,active
elena,,,,,,,,,,,,,,,,,,,,https://www.saniadmina.com/wp-content/uploads/2025/07/ELENA-black-suede_comfortable-slingback-shoes-sania-dmina_2-scaled-1.jpg,2,Black,
elena,,,,,,,,,,,,,,,,,,,,https://www.saniadmina.com/wp-content/uploads/2025/07/ELENA-black-suede_comfortable-slingback-shoes-sania-dmina_3-scaled-1.jpg,3,Black,
elena,,,,,,,,,,,,,,,,,,,,https://www.saniadmina.com/wp-content/uploads/2025/07/sania-dmina-ELENA-black-suede-slingback-shoes-comfortable-everyday_.jpg,4,Black,
elena,,,,,,,,,,,,,,,,,,,,https://www.saniadmina.com/wp-content/uploads/2025/07/sania-dmina-ELENA-black-suede-slingback-shoes-comfortable-everyday.jpg,5,Black,
elena,,,,,,,,,,,,,,,,,,,,https://www.saniadmina.com/wp-content/uploads/2025/07/ELENA-white-leather_comfortable-slingback-shoes-sania-dmina_wedding_2-scaled-1.jpg,2,White,
elena,,,,,,,,,,,,,,,,,,,,https://www.saniadmina.com/wp-content/uploads/2025/07/ELENA-white-leather_comfortable-slingback-shoes-sania-dmina_wedding_3-scaled-1.jpg,3,White,
elena,,,,,,,,,,,,,,,,,,,,https://www.saniadmina.com/wp-content/uploads/2025/07/sania-dmina-ELENA-white-leather-slingback-shoes-wedding-comfortable.jpg,4,White,
elena,,,,,,,,,,,,,,,,,,,,https://www.saniadmina.com/wp-content/uploads/2025/07/sania-dmina-ELENA-white-leather-slingback-shoes-wedding-comfortable_.jpg,5,White,
elena,,,,,,,,,,,,,,,,,,,,https://www.saniadmina.com/wp-content/uploads/2025/07/ELENA-green-suede_comfortable-slingback-shoes-sania-dmina_2-scaled-1.jpg,2,Green,
elena,,,,,,,,,,,,,,,,,,,,https://www.saniadmina.com/wp-content/uploads/2025/07/ELENA-green-suede_comfortable-slingback-shoes-sania-dmina_3-scaled-1.jpg,3,Green,
elena,,,,,,,,,,,,,,,,,,,,https://www.saniadmina.com/wp-content/uploads/2025/07/sania-dmina-ELENA-green-suede-slingback-shoes_-.jpg,4,Green,
elena,,,,,,,,,,,,,,,,,,,,https://www.saniadmina.com/wp-content/uploads/2025/07/sania-dmina-ELENA-green-suede-slingback-shoes.jpg,5,Green,
elena,,,,,,,,,,,,,,,,,,,,https://www.saniadmina.com/wp-content/uploads/2025/07/ELENA-red-suede_comfortable-slingback-shoes-sania-dmina_2-scaled-1.jpg,2,Red,
elena,,,,,,,,,,,,,,,,,,,,https://www.saniadmina.com/wp-content/uploads/2025/07/ELENA-red-suede_comfortable-slingback-shoes-sania-dmina_3-scaled-1.jpg,3,Red,
elena,,,,,,,,,,,,,,,,,,,,https://www.saniadmina.com/wp-content/uploads/2025/07/ELENA-blue-suede_comfortable-slingback-shoes-sania-dmina_2-scaled-1.jpg,2,Blue,
elena,,,,,,,,,,,,,,,,,,,,https://www.saniadmina.com/wp-content/uploads/2025/07/ELENA-blue-suede_comfortable-slingback-shoes-sania-dmina_3-scaled-1.jpg,3,Blue,
elena,,,,,,,,,,,,,,,,,,,,https://www.saniadmina.com/wp-content/uploads/2025/07/ELENA-beige-leather-slingback-shoes-sania-dmina_2-scaled-1.jpg,2,Beige,
elena,,,,,,,,,,,,,,,,,,,,https://www.saniadmina.com/wp-content/uploads/2025/07/ELENA-beige-leather-slingback-shoes-sania-dmina_3-scaled-1.jpg,3,Beige,
elena,,,,,,,,,,,,,,,,,,,,https://www.saniadmina.com/wp-content/uploads/2025/07/ELENA-pistachio-suede-slingback-shoes-sania-dmina_2-scaled-1.jpg,2,Pistachio,
elena,,,,,,,,,,,,,,,,,,,,https://www.saniadmina.com/wp-content/uploads/2025/07/ELENA-pistachio-suede-slingback-shoes-sania-dmina_3-scaled-1.jpg,3,Pistachio,
elena,,,,,,,,,,,,,,,,,,,,https://www.saniadmina.com/wp-content/uploads/2025/07/sania-dmina-ELENA-pistachio-suede-slingback-shoes-comfortable-bridesmaid-wedding.jpg,4,Pistachio,
elena,,,,,,,,,,,,,,,,,,,,https://www.saniadmina.com/wp-content/uploads/2025/07/sania-dmina-ELENA-pistachio-suede-slingback-shoes-comfortable-bridesmaid-wedding_.jpg,5,Pistachio,
elena,,,,,,,,,,,,,,,,,,,,https://www.saniadmina.com/wp-content/uploads/2025/07/ELENA-ivory-pearl-wedding-comfortable-slingback-shoes_2-scaled-1.jpg,2,Ivory Pearl,
elena,,,,,,,,,,,,,,,,,,,,https://www.saniadmina.com/wp-content/uploads/2025/07/ELENA-ivory-pearl-wedding-comfortable-slingback-shoes_3-scaled-1.jpg,3,Ivory Pearl,
elena,,,,,,,,,,,,,,,,,,,,https://www.saniadmina.com/wp-content/uploads/2025/07/sania-dmina-editorial-ELENA-ivory-pearl-wedding-slingback-shoe-photographer-michaela-wissen-stylist-hanna-mw-hair-and-makeup-elvira-brandt-model-carolina-elgemyr-le-management_6-scaled.jpg,4,Ivory Pearl,
elena,,,,,,,,,,,,,,,,,,,,https://www.saniadmina.com/wp-content/uploads/2025/07/sania-dmina-editorial-ELENA-ivory-pearl-wedding-slingback-shoe-photographer-michaela-wissen-stylist-hanna-mw-hair-and-makeup-elvira-brandt-model-carolina-elgemyr-le-management_15.jpg,5,Ivory Pearl,
elena,,,,,,,,,,,,,,,,,,,,https://www.saniadmina.com/wp-content/uploads/2025/07/sania-dmina-editorial-ELENA-ivory-pearl-wedding-slingback-shoe-photographer-michaela-wissen-stylist-hanna-mw-hair-and-makeup-elvira-brandt-model-carolina-elgemyr-le-management_16-scaled.jpg,6,Ivory Pearl,
elena,,,,,,,,,,,,,,,,,,,,https://www.saniadmina.com/wp-content/uploads/2025/07/ELENA-perforated-beige-suede-slingback-shoes-sania-dmina_2-scaled-1.jpg,2,Perforated Beige,
elena,,,,,,,,,,,,,,,,,,,,https://www.saniadmina.com/wp-content/uploads/2025/07/ELENA-perforated-beige-suede-slingback-shoes-sania-dmina_3-scaled-1.jpg,3,Perforated Beige,
elena,,,,,,,,,,,,,,,,,,,,https://www.saniadmina.com/wp-content/uploads/2025/07/sania-dmina-ELENA-perforated-suede-leather-slingback-shoes-nude-beige-nougat-comfortable-summer-shoes.jpg,4,Perforated Beige,
elena,,,,,,,,,,,,,,,,,,,,https://www.saniadmina.com/wp-content/uploads/2025/07/ELENA-perforated-nougat-leather-slingback-shoes-sania-dmina_2-scaled-1.jpg,2,Perforated Nougat,
elena,,,,,,,,,,,,,,,,,,,,https://www.saniadmina.com/wp-content/uploads/2025/07/ELENA-perforated-nougat-leather-slingback-shoes-sania-dmina_3-scaled-1.jpg,3,Perforated Nougat,
elena,,,,,,,,,,,,,,,,,,,,https://www.saniadmina.com/wp-content/uploads/2025/07/sania-dmina-ELENA-perforated-suede-leather-slingback-shoes-nude-beige-nougat-comfortable-summer-shoes.jpg,4,Perforated Nougat,
elena,,,,,,,,,,,,,,,,,,,,https://www.saniadmina.com/wp-content/uploads/2025/07/ELENA-patent-leather-black-slingback-shoes-sania-dmina-classic-comfortable-heels_1.jpg,2,Patent Black,
elena,,,,,,,,,,,,,,,,,,,,https://www.saniadmina.com/wp-content/uploads/2025/07/ELENA-patent-leather-black-slingback-shoes-sania-dmina-classic-comfortable-heels_2.jpg,3,Patent Black,
elena,,,,,,,,,,,,,,,,,,,,https://www.saniadmina.com/wp-content/uploads/2025/07/ELENA-patent-leather-black-slingback-shoes-sania-dmina-classic-comfortable-heels_3.jpg,4,Patent Black,
perlino,PERLINO,<p>A refined pump with an elegant silhouette. Designed with comfort in mind. 7 cm heel with a real feel of 3 cm. Leather soles.</p>,Sania D'Mina,Pumps,"Heels,Pumps",TRUE,Color,Pink,Size,35,perlino-pink-35,0,shopify,10,deny,manual,7900,TRUE,TRUE,https://www.saniadmina.com/wp-content/uploads/2025/07/PERLINO-pink-suede-slingback-shoes-sania-dmina_1-scaled-1.jpg,1,Pink,active
perlino,,,,,,,Color,Pink,Size,35.5,perlino-pink-35.5,0,shopify,10,deny,manual,7900,TRUE,TRUE,,,,active
perlino,,,,,,,Color,Pink,Size,36,perlino-pink-36,0,shopify,10,deny,manual,7900,TRUE,TRUE,,,,active
perlino,,,,,,,Color,Pink,Size,36.5,perlino-pink-36.5,0,shopify,10,deny,manual,7900,TRUE,TRUE,,,,active
perlino,,,,,,,Color,Pink,Size,37,perlino-pink-37,0,shopify,10,deny,manual,7900,TRUE,TRUE,,,,active
perlino,,,,,,,Color,Pink,Size,37.5,perlino-pink-37.5,0,shopify,10,deny,manual,7900,TRUE,TRUE,,,,active
perlino,,,,,,,Color,Pink,Size,38,perlino-pink-38,0,shopify,10,deny,manual,7900,TRUE,TRUE,,,,active
perlino,,,,,,,Color,Pink,Size,38.5,perlino-pink-38.5,0,shopify,10,deny,manual,7900,TRUE,TRUE,,,,active
perlino,,,,,,,Color,Pink,Size,39,perlino-pink-39,0,shopify,10,deny,manual,7900,TRUE,TRUE,,,,active
perlino,,,,,,,Color,Pink,Size,39.5,perlino-pink-39.5,0,shopify,10,deny,manual,7900,TRUE,TRUE,,,,active
perlino,,,,,,,Color,Pink,Size,40,perlino-pink-40,0,shopify,10,deny,manual,7900,TRUE,TRUE,,,,active
perlino,,,,,,,Color,Pink,Size,40.5,perlino-pink-40.5,0,shopify,10,deny,manual,7900,TRUE,TRUE,,,,active
perlino,,,,,,,Color,Pink,Size,41,perlino-pink-41,0,shopify,10,deny,manual,7900,TRUE,TRUE,,,,active
perlino,,,,,,,Color,Pink,Size,41.5,perlino-pink-41.5,0,shopify,10,deny,manual,7900,TRUE,TRUE,,,,active
perlino,,,,,,,Color,Pink,Size,42,perlino-pink-42,0,shopify,10,deny,manual,7900,TRUE,TRUE,,,,active
perlino,,,,,,,Color,Pink,Size,42.5,perlino-pink-42.5,0,shopify,10,deny,manual,7900,TRUE,TRUE,,,,active
perlino,,,,,,,Color,Pink,Size,43,perlino-pink-43,0,shopify,10,deny,manual,7900,TRUE,TRUE,,,,active
perlino,,,,,,,Color,Pink,Size,43.5,perlino-pink-43.5,0,shopify,10,deny,manual,7900,TRUE,TRUE,,,,active
perlino,,,,,,,Color,Ivory,Size,35,perlino-ivory-35,0,shopify,10,deny,manual,7900,TRUE,TRUE,https://www.saniadmina.com/wp-content/uploads/2025/07/PERLINO-ivory-pearl-leather-slingback-shoes-sania-dmina_1-scaled-1.jpg,1,Ivory,active
perlino,,,,,,,Color,Ivory,Size,35.5,perlino-ivory-35.5,0,shopify,10,deny,manual,7900,TRUE,TRUE,,,,active
perlino,,,,,,,Color,Ivory,Size,36,perlino-ivory-36,0,shopify,10,deny,manual,7900,TRUE,TRUE,,,,active
perlino,,,,,,,Color,Ivory,Size,36.5,perlino-ivory-36.5,0,shopify,10,deny,manual,7900,TRUE,TRUE,,,,active
perlino,,,,,,,Color,Ivory,Size,37,perlino-ivory-37,0,shopify,10,deny,manual,7900,TRUE,TRUE,,,,active
perlino,,,,,,,Color,Ivory,Size,37.5,perlino-ivory-37.5,0,shopify,10,deny,manual,7900,TRUE,TRUE,,,,active
perlino,,,,,,,Color,Ivory,Size,38,perlino-ivory-38,0,shopify,10,deny,manual,7900,TRUE,TRUE,,,,active
perlino,,,,,,,Color,Ivory,Size,38.5,perlino-ivory-38.5,0,shopify,10,deny,manual,7900,TRUE,TRUE,,,,active
perlino,,,,,,,Color,Ivory,Size,39,perlino-ivory-39,0,shopify,10,deny,manual,7900,TRUE,TRUE,,,,active
perlino,,,,,,,Color,Ivory,Size,39.5,perlino-ivory-39.5,0,shopify,10,deny,manual,7900,TRUE,TRUE,,,,active
perlino,,,,,,,Color,Ivory,Size,40,perlino-ivory-40,0,shopify,10,deny,manual,7900,TRUE,TRUE,,,,active
perlino,,,,,,,Color,Ivory,Size,40.5,perlino-ivory-40.5,0,shopify,10,deny,manual,7900,TRUE,TRUE,,,,active
perlino,,,,,,,Color,Ivory,Size,41,perlino-ivory-41,0,shopify,10,deny,manual,7900,TRUE,TRUE,,,,active
perlino,,,,,,,Color,Ivory,Size,41.5,perlino-ivory-41.5,0,shopify,10,deny,manual,7900,TRUE,TRUE,,,,active
perlino,,,,,,,Color,Ivory,Size,42,perlino-ivory-42,0,shopify,10,deny,manual,7900,TRUE,TRUE,,,,active
perlino,,,,,,,Color,Ivory,Size,42.5,perlino-ivory-42.5,0,shopify,10,deny,manual,7900,TRUE,TRUE,,,,active
perlino,,,,,,,Color,Ivory,Size,43,perlino-ivory-43,0,shopify,10,deny,manual,7900,TRUE,TRUE,,,,active
perlino,,,,,,,Color,Ivory,Size,43.5,perlino-ivory-43.5,0,shopify,10,deny,manual,7900,TRUE,TRUE,,,,active
perlino,,,,,,,Color,Black,Size,35,perlino-black-35,0,shopify,10,deny,manual,7900,TRUE,TRUE,https://www.saniadmina.com/wp-content/uploads/2025/11/PERLINO-black-leather-slingback-shoes-sania-dmina_1-scaled-1.jpg,1,Black,active
perlino,,,,,,,Color,Black,Size,35.5,perlino-black-35.5,0,shopify,10,deny,manual,7900,TRUE,TRUE,,,,active
perlino,,,,,,,Color,Black,Size,36,perlino-black-36,0,shopify,10,deny,manual,7900,TRUE,TRUE,,,,active
perlino,,,,,,,Color,Black,Size,36.5,perlino-black-36.5,0,shopify,10,deny,manual,7900,TRUE,TRUE,,,,active
perlino,,,,,,,Color,Black,Size,37,perlino-black-37,0,shopify,10,deny,manual,7900,TRUE,TRUE,,,,active
perlino,,,,,,,Color,Black,Size,37.5,perlino-black-37.5,0,shopify,10,deny,manual,7900,TRUE,TRUE,,,,active
perlino,,,,,,,Color,Black,Size,38,perlino-black-38,0,shopify,10,deny,manual,7900,TRUE,TRUE,,,,active
perlino,,,,,,,Color,Black,Size,38.5,perlino-black-38.5,0,shopify,10,deny,manual,7900,TRUE,TRUE,,,,active
perlino,,,,,,,Color,Black,Size,39,perlino-black-39,0,shopify,10,deny,manual,7900,TRUE,TRUE,,,,active
perlino,,,,,,,Color,Black,Size,39.5,perlino-black-39.5,0,shopify,10,deny,manual,7900,TRUE,TRUE,,,,active
perlino,,,,,,,Color,Black,Size,40,perlino-black-40,0,shopify,10,deny,manual,7900,TRUE,TRUE,,,,active
perlino,,,,,,,Color,Black,Size,40.5,perlino-black-40.5,0,shopify,10,deny,manual,7900,TRUE,TRUE,,,,active
perlino,,,,,,,Color,Black,Size,41,perlino-black-41,0,shopify,10,deny,manual,7900,TRUE,TRUE,,,,active
perlino,,,,,,,Color,Black,Size,41.5,perlino-black-41.5,0,shopify,10,deny,manual,7900,TRUE,TRUE,,,,active
perlino,,,,,,,Color,Black,Size,42,perlino-black-42,0,shopify,10,deny,manual,7900,TRUE,TRUE,,,,active
perlino,,,,,,,Color,Black,Size,42.5,perlino-black-42.5,0,shopify,10,deny,manual,7900,TRUE,TRUE,,,,active
perlino,,,,,,,Color,Black,Size,43,perlino-black-43,0,shopify,10,deny,manual,7900,TRUE,TRUE,,,,active
perlino,,,,,,,Color,Black,Size,43.5,perlino-black-43.5,0,shopify,10,deny,manual,7900,TRUE,TRUE,,,,active
perlino,,,,,,,,,,,,,,,,,,,,https://www.saniadmina.com/wp-content/uploads/2025/07/PERLINO-pink-suede-slingback-shoes-sania-dmina_2-scaled-1.jpg,2,Pink,
perlino,,,,,,,,,,,,,,,,,,,,https://www.saniadmina.com/wp-content/uploads/2025/07/PERLINO-pink-suede-slingback-shoes-sania-dmina_3-scaled-1.jpg,3,Pink,
perlino,,,,,,,,,,,,,,,,,,,,https://www.saniadmina.com/wp-content/uploads/2025/07/sania-dmina-PERLINO-slingback-pink-suede-shoes-ball-heel-summer.jpg,4,Pink,
perlino,,,,,,,,,,,,,,,,,,,,https://www.saniadmina.com/wp-content/uploads/2025/07/sania-dmina-PERLINO-pink-suede-mule-heels-shoes-summer.jpg,5,Pink,
gianna,GIANNA,<p>A playful glitter mule sandal. Designed for special occasions with comfort in mind.</p>,Sania D'Mina,Mules,"Sandals,Mules",TRUE,Color,Glitter Gold,Size,35,gianna-glitter-gold-35,0,shopify,10,deny,manual,5600,TRUE,TRUE,https://www.saniadmina.com/wp-content/uploads/2025/07/GIANNA-glitter-gold-glitter-mule-sandals-comfortable-party-shoes-sania_dmina_1.jpg,1,Glitter Gold,active
